Seed,Total Nodes,Neighbor %,Bizantine %,Protocol,Time,Infected Nodes,Total Messages
42,100,0.1,0.1,AntiEntropy,6.522,100.0,654
70,100,0.1,0.1,AntiEntropy,6.02,100.0,633
420,100,0.1,0.1,AntiEntropy,6.019,100.0,597
42,100,0.1,0.2,AntiEntropy,6.019,100.0,702
70,100,0.1,0.2,AntiEntropy,6.02,100.0,605
420,100,0.1,0.2,AntiEntropy,7.022,100.0,792
42,100,0.1,0.3,AntiEntropy,13.043,100.0,2066
70,100,0.1,0.3,AntiEntropy,9.029,100.0,1180
420,100,0.1,0.3,AntiEntropy,6.019,100.0,644
42,100,0.1,0.4,AntiEntropy,7.022,100.0,846
70,100,0.1,0.4,AntiEntropy,7.524,100.0,855
420,100,0.1,0.4,AntiEntropy,5.517,100.0,570
42,100,0.15,0.1,AntiEntropy,6.02,100.0,676
70,100,0.15,0.1,AntiEntropy,5.016,100.0,510
420,100,0.15,0.1,AntiEntropy,5.517,100.0,571
42,100,0.15,0.2,AntiEntropy,5.017,100.0,509
70,100,0.15,0.2,AntiEntropy,5.518,100.0,636
420,100,0.15,0.2,AntiEntropy,6.521,100.0,789
42,100,0.15,0.3,AntiEntropy,6.521,100.0,701
70,100,0.15,0.3,AntiEntropy,5.518,100.0,592
420,100,0.15,0.3,AntiEntropy,9.029,100.0,1209
42,100,0.15,0.4,AntiEntropy,5.016,100.0,516
70,100,0.15,0.4,AntiEntropy,6.521,100.0,703
420,100,0.15,0.4,AntiEntropy,6.019,100.0,723
42,150,0.05,0.1,AntiEntropy,7.024,100.0,1057
70,150,0.05,0.1,AntiEntropy,7.025,100.0,1050
420,150,0.05,0.1,AntiEntropy,9.534,100.0,1927
42,150,0.05,0.2,AntiEntropy,8.529,100.0,1438
70,150,0.05,0.2,AntiEntropy,7.526,100.0,1333
420,150,0.05,0.2,AntiEntropy,8.029,100.0,1366
42,150,0.05,0.3,AntiEntropy,7.025,100.0,1030
70,150,0.05,0.3,AntiEntropy,9.031,100.0,1662
420,150,0.05,0.3,AntiEntropy,7.526,100.0,1304
42,150,0.05,0.4,AntiEntropy,10.537,100.0,2133
70,150,0.05,0.4,AntiEntropy,11.538,100.0,2305
420,150,0.05,0.4,AntiEntropy,6.021,100.0,909
42,150,0.1,0.1,AntiEntropy,6.021,100.0,942
70,150,0.1,0.1,AntiEntropy,7.025,100.0,1177
420,150,0.1,0.1,AntiEntropy,6.021,100.0,1083
42,150,0.1,0.2,AntiEntropy,5.519,100.0,774
70,150,0.1,0.2,AntiEntropy,7.025,100.0,1192
420,150,0.1,0.2,AntiEntropy,6.523,100.0,1157
42,150,0.1,0.3,AntiEntropy,6.522,100.0,1140
70,150,0.1,0.3,AntiEntropy,7.526,100.0,1423
420,150,0.1,0.3,AntiEntropy,7.025,100.0,1244
42,150,0.1,0.4,AntiEntropy,6.021,100.0,991
70,150,0.1,0.4,AntiEntropy,5.018,100.0,690
420,150,0.1,0.4,AntiEntropy,6.523,100.0,1053
42,150,0.15,0.1,AntiEntropy,5.519,100.0,802
70,150,0.15,0.1,AntiEntropy,7.024,100.0,1200
420,150,0.15,0.1,AntiEntropy,5.017,100.0,758
42,150,0.15,0.2,AntiEntropy,7.527,100.0,1406
70,150,0.15,0.2,AntiEntropy,5.018,100.0,638
420,150,0.15,0.2,AntiEntropy,7.024,100.0,1344
42,150,0.15,0.3,AntiEntropy,6.021,100.0,1020
70,150,0.15,0.3,AntiEntropy,6.523,100.0,1078
420,150,0.15,0.3,AntiEntropy,6.021,100.0,1085
42,150,0.15,0.4,AntiEntropy,5.017,100.0,665
70,150,0.15,0.4,AntiEntropy,5.518,100.0,814
420,150,0.15,0.4,AntiEntropy,5.52,100.0,871
42,50,0.05,0.1,AntiEntropy,8.024,100.0,418
70,50,0.05,0.1,AntiEntropy,10.532,100.0,449
420,50,0.05,0.1,AntiEntropy,6.52,100.0,366
42,50,0.05,0.2,AntiEntropy,16.553,100.0,1168
70,50,0.05,0.2,AntiEntropy,8.526,100.0,419
420,50,0.05,0.2,AntiEntropy,8.523,100.0,497
42,50,0.05,0.3,AntiEntropy,5.517,100.0,270
70,50,0.05,0.3,AntiEntropy,7.022,100.0,327
420,50,0.05,0.3,AntiEntropy,7.021,100.0,341
42,50,0.05,0.4,AntiEntropy,13.041,100.0,798
70,50,0.05,0.4,AntiEntropy,8.023,100.0,361
420,50,0.05,0.4,AntiEntropy,7.523,100.0,458
42,50,0.1,0.1,AntiEntropy,9.529,100.0,614
70,50,0.1,0.1,AntiEntropy,7.021,100.0,408
420,50,0.1,0.1,AntiEntropy,5.016,100.0,212
42,50,0.1,0.2,AntiEntropy,8.025,100.0,477
70,50,0.1,0.2,AntiEntropy,6.019,100.0,295
420,50,0.1,0.2,AntiEntropy,6.52,100.0,323
42,50,0.1,0.3,AntiEntropy,7.021,100.0,381
70,50,0.1,0.3,AntiEntropy,7.523,100.0,455
420,50,0.1,0.3,AntiEntropy,9.529,100.0,650
42,50,0.1,0.4,AntiEntropy,7.523,100.0,432
70,50,0.1,0.4,AntiEntropy,7.022,100.0,400
420,50,0.1,0.4,AntiEntropy,9.529,100.0,681
42,50,0.15,0.1,AntiEntropy,8.526,100.0,536
70,50,0.15,0.1,AntiEntropy,6.018,100.0,289
420,50,0.15,0.1,AntiEntropy,6.018,100.0,368
42,50,0.15,0.2,AntiEntropy,6.018,100.0,345
70,50,0.15,0.2,AntiEntropy,6.018,100.0,337
420,50,0.15,0.2,AntiEntropy,5.016,100.0,264
42,50,0.15,0.3,AntiEntropy,6.018,100.0,326
70,50,0.15,0.3,AntiEntropy,7.022,100.0,369
420,50,0.15,0.3,AntiEntropy,7.022,100.0,440
42,50,0.15,0.4,AntiEntropy,8.024,100.0,488
70,50,0.15,0.4,AntiEntropy,5.015,100.0,233
420,50,0.15,0.4,AntiEntropy,4.012,100.0,193
42,100,0.05,0.1,AntiEntropy,9.529,100.0,1239
70,100,0.05,0.1,AntiEntropy,13.043,100.0,1878
420,100,0.05,0.1,AntiEntropy,10.535,100.0,1182
42,100,0.05,0.2,AntiEntropy,10.534,100.0,1437
70,100,0.05,0.2,AntiEntropy,10.033,100.0,1412
420,100,0.05,0.2,AntiEntropy,15.553,100.0,2270
42,100,0.05,0.3,AntiEntropy,9.03,100.0,1042
70,100,0.05,0.3,AntiEntropy,6.018,100.0,565
420,100,0.05,0.3,AntiEntropy,7.023,100.0,768
42,100,0.05,0.4,AntiEntropy,7.524,100.0,975
70,100,0.05,0.4,AntiEntropy,6.522,100.0,614
420,100,0.05,0.4,AntiEntropy,7.524,100.0,829
42,100,0.1,0.1,AntiEntropy,7.523,100.0,881
70,100,0.1,0.1,AntiEntropy,14.549,100.0,2289
420,100,0.1,0.1,AntiEntropy,7.023,100.0,766
42,100,0.1,0.2,AntiEntropy,5.016,100.0,558
70,100,0.1,0.2,AntiEntropy,5.518,100.0,551
420,100,0.1,0.2,AntiEntropy,10.032,100.0,1418
42,100,0.1,0.3,AntiEntropy,7.525,100.0,955
70,100,0.1,0.3,AntiEntropy,7.525,100.0,897
420,100,0.1,0.3,AntiEntropy,6.522,100.0,759
42,100,0.1,0.4,AntiEntropy,6.019,100.0,626
70,100,0.1,0.4,AntiEntropy,7.524,100.0,850
420,100,0.1,0.4,AntiEntropy,5.016,100.0,515
42,100,0.15,0.1,AntiEntropy,5.518,100.0,543
70,100,0.15,0.1,AntiEntropy,6.521,100.0,802
420,100,0.15,0.1,AntiEntropy,7.525,100.0,964
42,100,0.15,0.2,AntiEntropy,7.023,100.0,902
70,100,0.15,0.2,AntiEntropy,6.019,100.0,698
420,100,0.15,0.2,AntiEntropy,5.016,100.0,546
42,100,0.15,0.3,AntiEntropy,7.524,100.0,898
70,100,0.15,0.3,AntiEntropy,11.537,100.0,1793
420,100,0.15,0.3,AntiEntropy,5.518,100.0,511
42,100,0.15,0.4,AntiEntropy,6.521,100.0,746
70,100,0.15,0.4,AntiEntropy,7.023,100.0,799
420,100,0.15,0.4,AntiEntropy,5.017,100.0,498
42,150,0.05,0.1,AntiEntropy,11.04,100.0,2323
70,150,0.05,0.1,AntiEntropy,8.53,100.0,1459
420,150,0.05,0.1,AntiEntropy,7.024,100.0,1071
42,150,0.05,0.2,AntiEntropy,9.033,100.0,1589
70,150,0.05,0.2,AntiEntropy,10.034,100.0,2081
420,150,0.05,0.2,AntiEntropy,9.533,100.0,1874
42,150,0.05,0.3,AntiEntropy,7.024,100.0,1078
70,150,0.05,0.3,AntiEntropy,6.523,100.0,939
420,150,0.05,0.3,AntiEntropy,10.035,100.0,2090
42,150,0.05,0.4,AntiEntropy,11.039,100.0,2249
70,150,0.05,0.4,AntiEntropy,9.032,100.0,1595
420,150,0.05,0.4,AntiEntropy,9.031,100.0,1714
42,150,0.1,0.1,AntiEntropy,8.53,100.0,1707
70,150,0.1,0.1,AntiEntropy,5.519,100.0,746
420,150,0.1,0.1,AntiEntropy,5.52,100.0,920
42,150,0.1,0.2,AntiEntropy,6.523,100.0,1044
70,150,0.1,0.2,AntiEntropy,10.035,100.0,2076
420,150,0.1,0.2,AntiEntropy,6.522,100.0,1090
42,150,0.1,0.3,AntiEntropy,6.021,100.0,996
70,150,0.1,0.3,AntiEntropy,7.024,100.0,1245
420,150,0.1,0.3,AntiEntropy,8.028,100.0,1594
42,150,0.1,0.4,AntiEntropy,6.522,100.0,1142
70,150,0.1,0.4,AntiEntropy,5.519,100.0,878
420,150,0.1,0.4,AntiEntropy,9.533,100.0,1973
42,150,0.15,0.1,AntiEntropy,6.523,100.0,1112
70,150,0.15,0.1,AntiEntropy,5.519,100.0,762
420,150,0.15,0.1,AntiEntropy,5.018,100.0,802
42,150,0.15,0.2,AntiEntropy,5.519,100.0,828
70,150,0.15,0.2,AntiEntropy,6.021,100.0,947
420,150,0.15,0.2,AntiEntropy,6.021,100.0,1070
42,150,0.15,0.3,AntiEntropy,4.515,100.0,613
70,150,0.15,0.3,AntiEntropy,6.02,100.0,941
420,150,0.15,0.3,AntiEntropy,6.523,100.0,1227
42,150,0.15,0.4,AntiEntropy,4.516,100.0,591
70,150,0.15,0.4,AntiEntropy,6.523,100.0,1111
420,150,0.15,0.4,AntiEntropy,7.024,100.0,1337
42,50,0.05,0.1,AntiEntropy,12.037,100.0,747
70,50,0.05,0.1,AntiEntropy,10.03,100.0,389
420,50,0.05,0.1,AntiEntropy,12.539,100.0,902
42,50,0.05,0.2,AntiEntropy,8.526,100.0,469
70,50,0.05,0.2,AntiEntropy,7.523,100.0,385
420,50,0.05,0.2,AntiEntropy,6.52,100.0,326
42,50,0.05,0.3,AntiEntropy,6.52,100.0,345
70,50,0.05,0.3,AntiEntropy,6.519,100.0,225
420,50,0.05,0.3,AntiEntropy,8.526,100.0,452
42,50,0.05,0.4,AntiEntropy,8.525,100.0,447
70,50,0.05,0.4,AntiEntropy,12.539,100.0,806
420,50,0.05,0.4,AntiEntropy,8.526,100.0,473
42,50,0.1,0.1,AntiEntropy,7.022,100.0,362
70,50,0.1,0.1,AntiEntropy,6.52,100.0,383
420,50,0.1,0.1,AntiEntropy,7.523,100.0,451
42,50,0.1,0.2,AntiEntropy,6.018,100.0,322
70,50,0.1,0.2,AntiEntropy,7.021,100.0,386
420,50,0.1,0.2,AntiEntropy,9.028,100.0,549
42,50,0.1,0.3,AntiEntropy,7.523,100.0,428
70,50,0.1,0.3,AntiEntropy,7.021,100.0,355
420,50,0.1,0.3,AntiEntropy,7.022,100.0,425
42,50,0.1,0.4,AntiEntropy,7.021,100.0,409
70,50,0.1,0.4,AntiEntropy,6.52,100.0,350
420,50,0.1,0.4,AntiEntropy,6.019,100.0,367
42,50,0.15,0.1,AntiEntropy,6.019,100.0,307
70,50,0.15,0.1,AntiEntropy,8.025,100.0,502
420,50,0.15,0.1,AntiEntropy,7.021,100.0,478
42,50,0.15,0.2,AntiEntropy,8.025,100.0,518
70,50,0.15,0.2,AntiEntropy,5.016,100.0,261
420,50,0.15,0.2,AntiEntropy,4.514,100.0,217
42,50,0.15,0.3,AntiEntropy,6.018,100.0,315
70,50,0.15,0.3,AntiEntropy,7.523,100.0,408
420,50,0.15,0.3,AntiEntropy,15.549,100.0,1259
42,50,0.15,0.4,AntiEntropy,6.018,100.0,333
70,50,0.15,0.4,AntiEntropy,6.018,100.0,311
420,50,0.15,0.4,AntiEntropy,6.52,100.0,416
42,100,0.05,0.1,AntiEntropy,8.528,100.0,1058
70,100,0.05,0.1,AntiEntropy,10.033,100.0,1192
420,100,0.05,0.1,AntiEntropy,8.026,100.0,849
42,100,0.05,0.2,AntiEntropy,7.524,100.0,769
70,100,0.05,0.2,AntiEntropy,10.535,100.0,1482
420,100,0.05,0.2,AntiEntropy,7.525,100.0,738
42,100,0.05,0.3,AntiEntropy,8.026,100.0,873
70,100,0.05,0.3,AntiEntropy,7.524,100.0,875
420,100,0.05,0.3,AntiEntropy,10.535,100.0,1423
42,100,0.05,0.4,AntiEntropy,6.019,100.0,632
70,100,0.05,0.4,AntiEntropy,7.523,100.0,681
420,100,0.05,0.4,AntiEntropy,7.525,100.0,802
42,100,0.1,0.1,AntiEntropy,10.033,100.0,1335
70,100,0.1,0.1,AntiEntropy,6.521,100.0,712
420,100,0.1,0.1,AntiEntropy,6.522,100.0,691
42,100,0.1,0.2,AntiEntropy,10.033,100.0,1448
70,100,0.1,0.2,AntiEntropy,9.03,100.0,1232
420,100,0.1,0.2,AntiEntropy,6.02,100.0,588
42,100,0.1,0.3,AntiEntropy,6.521,100.0,737
70,100,0.1,0.3,AntiEntropy,6.02,100.0,654
420,100,0.1,0.3,AntiEntropy,6.02,100.0,630
42,100,0.1,0.4,AntiEntropy,7.524,100.0,934
70,100,0.1,0.4,AntiEntropy,9.029,100.0,1223
420,100,0.1,0.4,AntiEntropy,6.521,100.0,733
42,100,0.15,0.1,AntiEntropy,5.518,100.0,589
70,100,0.15,0.1,AntiEntropy,6.521,100.0,810
420,100,0.15,0.1,AntiEntropy,6.521,100.0,750
42,100,0.15,0.2,AntiEntropy,6.521,100.0,824
70,100,0.15,0.2,AntiEntropy,5.518,100.0,607
420,100,0.15,0.2,AntiEntropy,5.016,100.0,524
42,100,0.15,0.3,AntiEntropy,8.027,100.0,985
70,100,0.15,0.3,AntiEntropy,5.016,100.0,521
420,100,0.15,0.3,AntiEntropy,6.522,100.0,749
42,100,0.15,0.4,AntiEntropy,5.519,100.0,627
70,100,0.15,0.4,AntiEntropy,6.522,100.0,715
420,100,0.15,0.4,AntiEntropy,7.525,100.0,1005
42,150,0.05,0.1,AntiEntropy,10.036,100.0,2046
70,150,0.05,0.1,AntiEntropy,10.036,100.0,1951
420,150,0.05,0.1,AntiEntropy,9.031,100.0,1802
42,150,0.05,0.2,AntiEntropy,9.031,100.0,1576
70,150,0.05,0.2,AntiEntropy,10.537,100.0,2090
420,150,0.05,0.2,AntiEntropy,8.028,100.0,1348
42,150,0.05,0.3,AntiEntropy,6.521,100.0,873
70,150,0.05,0.3,AntiEntropy,9.031,100.0,1656
420,150,0.05,0.3,AntiEntropy,11.541,100.0,2461
42,150,0.05,0.4,AntiEntropy,8.529,100.0,1529
70,150,0.05,0.4,AntiEntropy,8.028,100.0,1323
420,150,0.05,0.4,AntiEntropy,9.032,100.0,1781
42,150,0.1,0.1,AntiEntropy,5.519,100.0,792
70,150,0.1,0.1,AntiEntropy,7.025,100.0,1164
420,150,0.1,0.1,AntiEntropy,5.017,100.0,794
42,150,0.1,0.2,AntiEntropy,6.02,100.0,912
70,150,0.1,0.2,AntiEntropy,6.523,100.0,1011
420,150,0.1,0.2,AntiEntropy,6.021,100.0,950
42,150,0.1,0.3,AntiEntropy,6.522,100.0,1095
70,150,0.1,0.3,AntiEntropy,5.519,100.0,849
420,150,0.1,0.3,AntiEntropy,6.021,100.0,942
42,150,0.1,0.4,AntiEntropy,5.519,100.0,873
70,150,0.1,0.4,AntiEntropy,5.018,100.0,732
420,150,0.1,0.4,AntiEntropy,5.519,100.0,814
42,150,0.15,0.1,AntiEntropy,6.021,100.0,941
70,150,0.15,0.1,AntiEntropy,6.523,100.0,1064
420,150,0.15,0.1,AntiEntropy,6.522,100.0,1193
42,150,0.15,0.2,AntiEntropy,8.53,100.0,1705
70,150,0.15,0.2,AntiEntropy,5.018,100.0,636
420,150,0.15,0.2,AntiEntropy,5.519,100.0,921
42,150,0.15,0.3,AntiEntropy,5.519,100.0,891
70,150,0.15,0.3,AntiEntropy,5.519,100.0,785
420,150,0.15,0.3,AntiEntropy,4.516,100.0,624
42,150,0.15,0.4,AntiEntropy,6.021,100.0,965
70,150,0.15,0.4,AntiEntropy,6.02,100.0,993
420,150,0.15,0.4,AntiEntropy,5.519,100.0,877
42,50,0.05,0.1,AntiEntropy,8.526,100.0,409
70,50,0.05,0.1,AntiEntropy,10.532,100.0,466
420,50,0.05,0.1,AntiEntropy,8.526,100.0,550
42,50,0.05,0.2,AntiEntropy,12.537,100.0,773
70,50,0.05,0.2,AntiEntropy,7.022,100.0,349
420,50,0.05,0.2,AntiEntropy,7.022,100.0,386
42,50,0.05,0.3,AntiEntropy,7.022,100.0,367
70,50,0.05,0.3,AntiEntropy,8.526,100.0,401
420,50,0.05,0.3,AntiEntropy,7.523,100.0,416
42,50,0.05,0.4,AntiEntropy,10.031,100.0,555
70,50,0.05,0.4,AntiEntropy,10.532,100.0,602
420,50,0.05,0.4,AntiEntropy,7.524,100.0,422
42,50,0.1,0.1,AntiEntropy,8.526,100.0,492
70,50,0.1,0.1,AntiEntropy,7.522,100.0,466
420,50,0.1,0.1,AntiEntropy,10.031,100.0,617
42,50,0.1,0.2,AntiEntropy,8.527,100.0,557
70,50,0.1,0.2,AntiEntropy,7.021,100.0,399
420,50,0.1,0.2,AntiEntropy,12.037,100.0,824
42,50,0.1,0.3,AntiEntropy,5.016,100.0,226
70,50,0.1,0.3,AntiEntropy,9.53,100.0,619
420,50,0.1,0.3,AntiEntropy,14.043,100.0,1091
42,50,0.1,0.4,AntiEntropy,11.536,100.0,789
70,50,0.1,0.4,AntiEntropy,8.024,100.0,489
420,50,0.1,0.4,AntiEntropy,8.526,100.0,562
42,50,0.15,0.1,AntiEntropy,6.52,100.0,306
70,50,0.15,0.1,AntiEntropy,5.517,100.0,276
420,50,0.15,0.1,AntiEntropy,5.016,100.0,287
42,50,0.15,0.2,AntiEntropy,7.021,100.0,419
70,50,0.15,0.2,AntiEntropy,5.517,100.0,291
420,50,0.15,0.2,AntiEntropy,5.517,100.0,311
42,50,0.15,0.3,AntiEntropy,5.517,100.0,259
70,50,0.15,0.3,AntiEntropy,8.025,100.0,433
420,50,0.15,0.3,AntiEntropy,4.514,100.0,213
42,50,0.15,0.4,AntiEntropy,6.018,100.0,339
70,50,0.15,0.4,AntiEntropy,6.519,100.0,375
420,50,0.15,0.4,AntiEntropy,5.015,100.0,303
42,100,0.05,0.1,AntiEntropy,8.026,100.0,970
70,100,0.05,0.1,AntiEntropy,9.531,100.0,1153
420,100,0.05,0.1,AntiEntropy,10.534,100.0,1223
42,100,0.05,0.2,AntiEntropy,10.033,100.0,1338
70,100,0.05,0.2,AntiEntropy,8.528,100.0,1091
420,100,0.05,0.2,AntiEntropy,7.525,100.0,792
42,100,0.05,0.3,AntiEntropy,8.026,100.0,892
70,100,0.05,0.3,AntiEntropy,6.52,100.0,638
420,100,0.05,0.3,AntiEntropy,8.025,100.0,996
42,100,0.05,0.4,AntiEntropy,7.023,100.0,865
70,100,0.05,0.4,AntiEntropy,11.537,100.0,1503
420,100,0.05,0.4,AntiEntropy,7.525,100.0,780
42,100,0.1,0.1,AntiEntropy,6.522,100.0,733
70,100,0.1,0.1,AntiEntropy,7.525,100.0,917
420,100,0.1,0.1,AntiEntropy,7.023,100.0,763
42,100,0.1,0.2,AntiEntropy,4.515,100.0,451
70,100,0.1,0.2,AntiEntropy,5.017,100.0,469
420,100,0.1,0.2,AntiEntropy,7.023,100.0,870
42,100,0.1,0.3,AntiEntropy,10.033,100.0,1414
70,100,0.1,0.3,AntiEntropy,7.023,100.0,826
420,100,0.1,0.3,AntiEntropy,8.025,100.0,1025
42,100,0.1,0.4,AntiEntropy,5.517,100.0,533
70,100,0.1,0.4,AntiEntropy,6.522,100.0,746
420,100,0.1,0.4,AntiEntropy,6.521,100.0,838
42,100,0.15,0.1,AntiEntropy,5.518,100.0,604
70,100,0.15,0.1,AntiEntropy,5.518,100.0,642
420,100,0.15,0.1,AntiEntropy,8.026,100.0,1018
42,100,0.15,0.2,AntiEntropy,5.518,100.0,628
70,100,0.15,0.2,AntiEntropy,5.017,100.0,511
420,100,0.15,0.2,AntiEntropy,5.518,100.0,604
42,100,0.15,0.3,AntiEntropy,6.522,100.0,719
70,100,0.15,0.3,AntiEntropy,6.02,100.0,649
420,100,0.15,0.3,AntiEntropy,6.521,100.0,732
42,100,0.15,0.4,AntiEntropy,6.02,100.0,705
70,100,0.15,0.4,AntiEntropy,6.02,100.0,604
420,100,0.15,0.4,AntiEntropy,5.518,100.0,621
42,150,0.05,0.1,AntiEntropy,7.525,100.0,1283
70,150,0.05,0.1,AntiEntropy,9.031,100.0,1650
420,150,0.05,0.1,AntiEntropy,8.029,100.0,1467
42,150,0.05,0.2,AntiEntropy,8.028,100.0,1304
70,150,0.05,0.2,AntiEntropy,8.529,100.0,1568
420,150,0.05,0.2,AntiEntropy,9.533,100.0,1858
42,150,0.05,0.3,AntiEntropy,8.53,100.0,1452
70,150,0.05,0.3,AntiEntropy,9.033,100.0,1695
420,150,0.05,0.3,AntiEntropy,7.024,100.0,1154
42,150,0.05,0.4,AntiEntropy,8.028,100.0,1350
70,150,0.05,0.4,AntiEntropy,7.528,100.0,1118
420,150,0.05,0.4,AntiEntropy,9.031,100.0,1722
42,150,0.1,0.1,AntiEntropy,7.525,100.0,1394
70,150,0.1,0.1,AntiEntropy,5.52,100.0,768
420,150,0.1,0.1,AntiEntropy,8.528,100.0,1839
42,150,0.1,0.2,AntiEntropy,6.021,100.0,918
70,150,0.1,0.2,AntiEntropy,6.524,100.0,1046
420,150,0.1,0.2,AntiEntropy,8.529,100.0,1689
42,150,0.1,0.3,AntiEntropy,7.024,100.0,1264
70,150,0.1,0.3,AntiEntropy,6.522,100.0,1118
420,150,0.1,0.3,AntiEntropy,7.526,100.0,1368
42,150,0.1,0.4,AntiEntropy,6.021,100.0,1035
70,150,0.1,0.4,AntiEntropy,6.523,100.0,1128
420,150,0.1,0.4,AntiEntropy,6.522,100.0,1128
42,150,0.15,0.1,AntiEntropy,6.021,100.0,960
70,150,0.15,0.1,AntiEntropy,5.017,100.0,679
420,150,0.15,0.1,AntiEntropy,6.021,100.0,1093
42,150,0.15,0.2,AntiEntropy,5.519,100.0,818
70,150,0.15,0.2,AntiEntropy,7.025,100.0,1221
420,150,0.15,0.2,AntiEntropy,6.02,100.0,1061
42,150,0.15,0.3,AntiEntropy,6.02,100.0,1035
70,150,0.15,0.3,AntiEntropy,7.025,100.0,1251
420,150,0.15,0.3,AntiEntropy,5.519,100.0,920
42,150,0.15,0.4,AntiEntropy,5.519,100.0,843
70,150,0.15,0.4,AntiEntropy,6.521,100.0,1034
420,150,0.15,0.4,AntiEntropy,7.024,100.0,1336
42,50,0.05,0.1,AntiEntropy,9.53,100.0,496
70,50,0.05,0.1,AntiEntropy,10.031,100.0,421
420,50,0.05,0.1,AntiEntropy,9.527,100.0,673
42,50,0.05,0.2,AntiEntropy,9.529,100.0,549
70,50,0.05,0.2,AntiEntropy,10.533,100.0,550
420,50,0.05,0.2,AntiEntropy,7.02,100.0,375
42,50,0.05,0.3,AntiEntropy,8.527,100.0,503
70,50,0.05,0.3,AntiEntropy,7.523,100.0,332
420,50,0.05,0.3,AntiEntropy,10.03,100.0,584
42,50,0.05,0.4,AntiEntropy,7.523,100.0,322
70,50,0.05,0.4,AntiEntropy,7.524,100.0,369
420,50,0.05,0.4,AntiEntropy,8.025,100.0,398
42,50,0.1,0.1,AntiEntropy,10.031,100.0,631
70,50,0.1,0.1,AntiEntropy,6.52,100.0,390
420,50,0.1,0.1,AntiEntropy,7.523,100.0,442
42,50,0.1,0.2,AntiEntropy,6.018,100.0,347
70,50,0.1,0.2,AntiEntropy,7.523,100.0,444
420,50,0.1,0.2,AntiEntropy,7.021,100.0,353
42,50,0.1,0.3,AntiEntropy,5.517,100.0,290
70,50,0.1,0.3,AntiEntropy,9.529,100.0,620
420,50,0.1,0.3,AntiEntropy,5.516,100.0,275
42,50,0.1,0.4,AntiEntropy,6.018,100.0,289
70,50,0.1,0.4,AntiEntropy,7.523,100.0,465
420,50,0.1,0.4,AntiEntropy,10.031,100.0,685
42,50,0.15,0.1,AntiEntropy,8.023,100.0,519
70,50,0.15,0.1,AntiEntropy,8.023,100.0,504
420,50,0.15,0.1,AntiEntropy,6.52,100.0,426
42,50,0.15,0.2,AntiEntropy,8.024,100.0,519
70,50,0.15,0.2,AntiEntropy,6.018,100.0,344
420,50,0.15,0.2,AntiEntropy,5.517,100.0,320
42,50,0.15,0.3,AntiEntropy,5.517,100.0,265
70,50,0.15,0.3,AntiEntropy,10.031,100.0,648
420,50,0.15,0.3,AntiEntropy,5.016,100.0,268
42,50,0.15,0.4,AntiEntropy,7.524,100.0,460
70,50,0.15,0.4,AntiEntropy,6.52,100.0,377
420,50,0.15,0.4,AntiEntropy,5.015,100.0,264
42,100,0.05,0.1,AntiEntropy,9.531,100.0,1235
70,100,0.05,0.1,AntiEntropy,7.023,100.0,688
420,100,0.05,0.1,AntiEntropy,12.541,100.0,1783
42,100,0.05,0.2,AntiEntropy,7.525,100.0,837
70,100,0.05,0.2,AntiEntropy,8.025,100.0,1017
420,100,0.05,0.2,AntiEntropy,7.525,100.0,673
42,100,0.05,0.3,AntiEntropy,8.026,100.0,877
70,100,0.05,0.3,AntiEntropy,8.526,100.0,999
420,100,0.05,0.3,AntiEntropy,8.027,100.0,977
42,100,0.05,0.4,AntiEntropy,8.027,100.0,1057
70,100,0.05,0.4,AntiEntropy,7.525,100.0,697
420,100,0.05,0.4,AntiEntropy,9.03,100.0,1123
42,100,0.1,0.1,AntiEntropy,6.019,100.0,596
70,100,0.1,0.1,AntiEntropy,6.521,100.0,720
420,100,0.1,0.1,AntiEntropy,8.026,100.0,987
42,100,0.1,0.2,AntiEntropy,8.027,100.0,1155
70,100,0.1,0.2,AntiEntropy,7.023,100.0,828
420,100,0.1,0.2,AntiEntropy,6.02,100.0,612
42,100,0.1,0.3,AntiEntropy,6.521,100.0,769
70,100,0.1,0.3,AntiEntropy,5.518,100.0,549
420,100,0.1,0.3,AntiEntropy,5.518,100.0,514
42,100,0.1,0.4,AntiEntropy,8.026,100.0,1060
70,100,0.1,0.4,AntiEntropy,7.022,100.0,784
420,100,0.1,0.4,AntiEntropy,6.521,100.0,818
42,100,0.15,0.1,AntiEntropy,5.017,100.0,496
70,100,0.15,0.1,AntiEntropy,5.017,100.0,541
420,100,0.15,0.1,AntiEntropy,6.02,100.0,665
42,100,0.15,0.2,AntiEntropy,5.017,100.0,512
70,100,0.15,0.2,AntiEntropy,5.518,100.0,629
420,100,0.15,0.2,AntiEntropy,5.517,100.0,609
42,100,0.15,0.3,AntiEntropy,5.518,100.0,535
70,100,0.15,0.3,AntiEntropy,5.518,100.0,590
420,100,0.15,0.3,AntiEntropy,5.518,100.0,558
42,100,0.15,0.4,AntiEntropy,5.518,100.0,597
70,100,0.15,0.4,AntiEntropy,6.522,100.0,673
420,100,0.15,0.4,AntiEntropy,6.521,100.0,821
42,150,0.05,0.1,AntiEntropy,6.523,100.0,1034
70,150,0.05,0.1,AntiEntropy,9.032,100.0,1661
420,150,0.05,0.1,AntiEntropy,6.021,100.0,896
42,150,0.05,0.2,AntiEntropy,7.527,100.0,1173
