Seed,Total Nodes,Neighbor %,Bizantine %,Protocol,Time,Infected Nodes,Total Messages
420,50,0.1,0.3,AntiEntropy,5.517,100.0,273
42,50,0.1,0.4,AntiEntropy,9.027,100.0,529
70,50,0.1,0.4,AntiEntropy,6.52,100.0,361
420,50,0.1,0.4,AntiEntropy,7.522,100.0,486
42,50,0.15,0.1,AntiEntropy,8.024,100.0,553
70,50,0.15,0.1,AntiEntropy,6.018,100.0,307
420,50,0.15,0.1,AntiEntropy,4.01,100.0,189
42,50,0.15,0.2,AntiEntropy,6.018,100.0,323
70,50,0.15,0.2,AntiEntropy,5.517,100.0,299
420,50,0.15,0.2,AntiEntropy,5.517,100.0,324
42,50,0.15,0.3,AntiEntropy,5.517,100.0,276
70,50,0.15,0.3,AntiEntropy,7.523,100.0,490
420,50,0.15,0.3,AntiEntropy,5.016,100.0,256
42,50,0.15,0.4,AntiEntropy,5.517,100.0,289
70,50,0.15,0.4,AntiEntropy,5.015,100.0,237
420,50,0.15,0.4,AntiEntropy,5.517,100.0,302
42,100,0.05,0.1,AntiEntropy,7.023,100.0,763
70,100,0.05,0.1,AntiEntropy,8.026,100.0,866
420,100,0.05,0.1,AntiEntropy,11.035,100.0,1297
42,100,0.05,0.2,AntiEntropy,7.525,100.0,829
70,100,0.05,0.2,AntiEntropy,11.036,100.0,1640
420,100,0.05,0.2,AntiEntropy,8.528,100.0,924
42,100,0.05,0.3,AntiEntropy,11.035,100.0,1397
70,100,0.05,0.3,AntiEntropy,8.026,100.0,942
420,100,0.05,0.3,AntiEntropy,6.522,100.0,721
42,100,0.05,0.4,AntiEntropy,6.019,100.0,666
70,100,0.05,0.4,AntiEntropy,8.026,100.0,839
420,100,0.05,0.4,AntiEntropy,8.026,100.0,958
42,100,0.1,0.1,AntiEntropy,7.525,100.0,836
70,100,0.1,0.1,AntiEntropy,7.024,100.0,832
420,100,0.1,0.1,AntiEntropy,5.017,100.0,401
42,100,0.1,0.2,AntiEntropy,5.518,100.0,623
70,100,0.1,0.2,AntiEntropy,7.023,100.0,827
420,100,0.1,0.2,AntiEntropy,6.521,100.0,721
42,100,0.1,0.3,AntiEntropy,7.023,100.0,863
70,100,0.1,0.3,AntiEntropy,8.026,100.0,1015
420,100,0.1,0.3,AntiEntropy,6.521,100.0,747
42,100,0.1,0.4,AntiEntropy,8.026,100.0,1021
70,100,0.1,0.4,AntiEntropy,8.027,100.0,999
420,100,0.1,0.4,AntiEntropy,6.02,100.0,624
42,100,0.15,0.1,AntiEntropy,6.019,100.0,695
70,100,0.15,0.1,AntiEntropy,5.517,100.0,630
420,100,0.15,0.1,AntiEntropy,8.027,100.0,1054
42,100,0.15,0.2,AntiEntropy,6.521,100.0,699
70,100,0.15,0.2,AntiEntropy,7.524,100.0,1010
420,100,0.15,0.2,AntiEntropy,5.017,100.0,532
42,100,0.15,0.3,AntiEntropy,6.02,100.0,626
70,100,0.15,0.3,AntiEntropy,10.032,100.0,1451
420,100,0.15,0.3,AntiEntropy,5.016,100.0,434
42,100,0.15,0.4,AntiEntropy,5.518,100.0,620
70,100,0.15,0.4,AntiEntropy,5.518,100.0,562
420,100,0.15,0.4,AntiEntropy,7.524,100.0,993
42,150,0.05,0.1,AntiEntropy,6.522,100.0,1027
70,150,0.05,0.1,AntiEntropy,12.044,100.0,2443
420,150,0.05,0.1,AntiEntropy,7.025,100.0,1186
42,150,0.05,0.2,AntiEntropy,11.541,100.0,2363
70,150,0.05,0.2,AntiEntropy,9.032,100.0,1658
420,150,0.05,0.2,AntiEntropy,6.021,100.0,833
42,150,0.05,0.3,AntiEntropy,6.522,100.0,875
70,150,0.05,0.3,AntiEntropy,8.53,100.0,1588
420,150,0.05,0.3,AntiEntropy,7.024,100.0,1165
42,150,0.05,0.4,AntiEntropy,7.024,100.0,1127
70,150,0.05,0.4,AntiEntropy,8.53,100.0,1443
420,150,0.05,0.4,AntiEntropy,8.53,100.0,1554
42,150,0.1,0.1,AntiEntropy,8.53,100.0,1673
70,150,0.1,0.1,AntiEntropy,6.021,100.0,879
420,150,0.1,0.1,AntiEntropy,5.017,100.0,803
42,150,0.1,0.2,AntiEntropy,9.032,100.0,1807
70,150,0.1,0.2,AntiEntropy,6.021,100.0,922
420,150,0.1,0.2,AntiEntropy,6.523,100.0,1108
42,150,0.1,0.3,AntiEntropy,6.021,100.0,973
70,150,0.1,0.3,AntiEntropy,7.024,100.0,1247
420,150,0.1,0.3,AntiEntropy,7.025,100.0,1254
42,150,0.1,0.4,AntiEntropy,6.524,100.0,1175
70,150,0.1,0.4,AntiEntropy,6.523,100.0,1149
420,150,0.1,0.4,AntiEntropy,5.52,100.0,770
42,150,0.15,0.1,AntiEntropy,5.52,100.0,797
70,150,0.15,0.1,AntiEntropy,9.533,100.0,1946
420,150,0.15,0.1,AntiEntropy,7.024,100.0,1371
42,150,0.15,0.2,AntiEntropy,5.519,100.0,820
70,150,0.15,0.2,AntiEntropy,7.024,100.0,1247
420,150,0.15,0.2,AntiEntropy,6.021,100.0,1040
42,150,0.15,0.3,AntiEntropy,5.518,100.0,884
70,150,0.15,0.3,AntiEntropy,7.025,100.0,1245
420,150,0.15,0.3,AntiEntropy,5.519,100.0,904
42,150,0.15,0.4,AntiEntropy,7.025,100.0,1285
70,150,0.15,0.4,AntiEntropy,5.519,100.0,813
420,150,0.15,0.4,AntiEntropy,5.519,100.0,872
42,50,0.05,0.1,AntiEntropy,7.523,100.0,372
70,50,0.05,0.1,AntiEntropy,10.031,100.0,423
420,50,0.05,0.1,AntiEntropy,8.024,100.0,476
42,50,0.05,0.2,AntiEntropy,14.044,100.0,942
70,50,0.05,0.2,AntiEntropy,7.021,100.0,344
420,50,0.05,0.2,AntiEntropy,6.52,100.0,356
42,50,0.05,0.3,AntiEntropy,11.535,100.0,640
70,50,0.05,0.3,AntiEntropy,7.022,100.0,282
420,50,0.05,0.3,AntiEntropy,9.53,100.0,529
42,50,0.05,0.4,AntiEntropy,9.028,100.0,450
70,50,0.05,0.4,AntiEntropy,11.035,100.0,710
420,50,0.05,0.4,AntiEntropy,8.024,100.0,452
42,50,0.1,0.1,AntiEntropy,7.524,100.0,397
70,50,0.1,0.1,AntiEntropy,6.019,100.0,338
420,50,0.1,0.1,AntiEntropy,8.025,100.0,450
42,50,0.1,0.2,AntiEntropy,7.022,100.0,430
70,50,0.1,0.2,AntiEntropy,8.526,100.0,556
420,50,0.1,0.2,AntiEntropy,8.024,100.0,469
42,50,0.1,0.3,AntiEntropy,11.536,100.0,798
70,50,0.1,0.3,AntiEntropy,17.051,100.0,1317
420,50,0.1,0.3,AntiEntropy,7.021,100.0,405
42,50,0.1,0.4,AntiEntropy,7.021,100.0,362
70,50,0.1,0.4,AntiEntropy,8.025,100.0,465
420,50,0.1,0.4,AntiEntropy,4.514,100.0,243
42,50,0.15,0.1,AntiEntropy,10.031,100.0,649
70,50,0.15,0.1,AntiEntropy,5.516,100.0,270
420,50,0.15,0.1,AntiEntropy,7.021,100.0,463
42,50,0.15,0.2,AntiEntropy,9.028,100.0,630
70,50,0.15,0.2,AntiEntropy,5.517,100.0,304
420,50,0.15,0.2,AntiEntropy,5.517,100.0,324
42,50,0.15,0.3,AntiEntropy,5.015,100.0,232
70,50,0.15,0.3,AntiEntropy,7.523,100.0,414
420,50,0.15,0.3,AntiEntropy,4.514,100.0,229
42,50,0.15,0.4,AntiEntropy,5.016,100.0,235
70,50,0.15,0.4,AntiEntropy,6.52,100.0,349
420,50,0.15,0.4,AntiEntropy,5.015,100.0,297
42,100,0.05,0.1,AntiEntropy,7.023,100.0,734
70,100,0.05,0.1,AntiEntropy,9.03,100.0,1074
420,100,0.05,0.1,AntiEntropy,7.024,100.0,625
42,100,0.05,0.2,AntiEntropy,8.027,100.0,931
70,100,0.05,0.2,AntiEntropy,7.525,100.0,920
420,100,0.05,0.2,AntiEntropy,8.026,100.0,859
42,100,0.05,0.3,AntiEntropy,11.033,100.0,1430
70,100,0.05,0.3,AntiEntropy,7.525,100.0,858
420,100,0.05,0.3,AntiEntropy,7.524,100.0,895
42,100,0.05,0.4,AntiEntropy,10.032,100.0,1467
70,100,0.05,0.4,AntiEntropy,10.535,100.0,1293
420,100,0.05,0.4,AntiEntropy,9.532,100.0,1191
42,100,0.1,0.1,AntiEntropy,6.522,100.0,683
70,100,0.1,0.1,AntiEntropy,7.524,100.0,977
420,100,0.1,0.1,AntiEntropy,7.023,100.0,791
42,100,0.1,0.2,AntiEntropy,5.518,100.0,666
70,100,0.1,0.2,AntiEntropy,6.521,100.0,740
420,100,0.1,0.2,AntiEntropy,5.518,100.0,566
42,100,0.1,0.3,AntiEntropy,7.023,100.0,873
70,100,0.1,0.3,AntiEntropy,5.518,100.0,499
420,100,0.1,0.3,AntiEntropy,7.022,100.0,860
42,100,0.1,0.4,AntiEntropy,6.02,100.0,620
70,100,0.1,0.4,AntiEntropy,6.521,100.0,650
420,100,0.1,0.4,AntiEntropy,5.017,100.0,505
42,100,0.15,0.1,AntiEntropy,5.017,100.0,479
70,100,0.15,0.1,AntiEntropy,6.522,100.0,836
420,100,0.15,0.1,AntiEntropy,4.515,100.0,372
42,100,0.15,0.2,AntiEntropy,4.515,100.0,427
70,100,0.15,0.2,AntiEntropy,5.518,100.0,630
420,100,0.15,0.2,AntiEntropy,7.525,100.0,978
42,100,0.15,0.3,AntiEntropy,5.016,100.0,460
70,100,0.15,0.3,AntiEntropy,5.518,100.0,578
420,100,0.15,0.3,AntiEntropy,5.517,100.0,546
42,100,0.15,0.4,AntiEntropy,4.515,100.0,429
70,100,0.15,0.4,AntiEntropy,7.525,100.0,903
420,100,0.15,0.4,AntiEntropy,6.521,100.0,799
42,150,0.05,0.1,AntiEntropy,7.024,100.0,1210
70,150,0.05,0.1,AntiEntropy,13.046,100.0,2854
420,150,0.05,0.1,AntiEntropy,16.056,100.0,3735
42,150,0.05,0.2,AntiEntropy,8.529,100.0,1453
70,150,0.05,0.2,AntiEntropy,8.028,100.0,1418
420,150,0.05,0.2,AntiEntropy,7.525,100.0,1252
42,150,0.05,0.3,AntiEntropy,8.028,100.0,1341
70,150,0.05,0.3,AntiEntropy,11.54,100.0,2339
420,150,0.05,0.3,AntiEntropy,7.025,100.0,1189
42,150,0.05,0.4,AntiEntropy,7.023,100.0,1095
70,150,0.05,0.4,AntiEntropy,11.04,100.0,2217
420,150,0.05,0.4,AntiEntropy,9.032,100.0,1810
42,150,0.1,0.1,AntiEntropy,6.522,100.0,1117
70,150,0.1,0.1,AntiEntropy,6.523,100.0,973
420,150,0.1,0.1,AntiEntropy,5.519,100.0,934
42,150,0.1,0.2,AntiEntropy,6.021,100.0,945
70,150,0.1,0.2,AntiEntropy,6.021,100.0,885
420,150,0.1,0.2,AntiEntropy,7.024,100.0,1222
42,150,0.1,0.3,AntiEntropy,5.519,100.0,840
70,150,0.1,0.3,AntiEntropy,6.021,100.0,973
420,150,0.1,0.3,AntiEntropy,5.018,100.0,681
42,150,0.1,0.4,AntiEntropy,6.522,100.0,1185
70,150,0.1,0.4,AntiEntropy,5.519,100.0,864
420,150,0.1,0.4,AntiEntropy,7.025,100.0,1213
42,150,0.15,0.1,AntiEntropy,6.021,100.0,936
70,150,0.15,0.1,AntiEntropy,6.021,100.0,895
420,150,0.15,0.1,AntiEntropy,4.513,100.0,697
42,150,0.15,0.2,AntiEntropy,5.519,100.0,833
70,150,0.15,0.2,AntiEntropy,5.519,100.0,770
420,150,0.15,0.2,AntiEntropy,5.519,100.0,901
42,150,0.15,0.3,AntiEntropy,6.021,100.0,1053
70,150,0.15,0.3,AntiEntropy,6.523,100.0,1105
420,150,0.15,0.3,AntiEntropy,6.021,100.0,1068
42,150,0.15,0.4,AntiEntropy,5.52,100.0,803
70,150,0.15,0.4,AntiEntropy,6.523,100.0,1043
420,150,0.15,0.4,AntiEntropy,5.519,100.0,876
42,50,0.05,0.1,AntiEntropy,7.523,100.0,327
70,50,0.05,0.1,AntiEntropy,14.546,100.0,788
420,50,0.05,0.1,AntiEntropy,7.523,100.0,401
42,50,0.05,0.2,AntiEntropy,12.038,100.0,700
70,50,0.05,0.2,AntiEntropy,11.034,100.0,618
420,50,0.05,0.2,AntiEntropy,8.527,100.0,490
42,50,0.05,0.3,AntiEntropy,6.52,100.0,330
70,50,0.05,0.3,AntiEntropy,8.526,100.0,415
420,50,0.05,0.3,AntiEntropy,13.541,100.0,957
42,50,0.05,0.4,AntiEntropy,9.53,100.0,477
70,50,0.05,0.4,AntiEntropy,8.526,100.0,430
420,50,0.05,0.4,AntiEntropy,9.028,100.0,554
42,50,0.1,0.1,AntiEntropy,6.52,100.0,318
70,50,0.1,0.1,AntiEntropy,7.022,100.0,421
420,50,0.1,0.1,AntiEntropy,7.021,100.0,371
42,50,0.1,0.2,AntiEntropy,6.018,100.0,301
70,50,0.1,0.2,AntiEntropy,6.52,100.0,365
420,50,0.1,0.2,AntiEntropy,7.021,100.0,400
42,50,0.1,0.3,AntiEntropy,6.52,100.0,354
70,50,0.1,0.3,AntiEntropy,10.533,100.0,675
420,50,0.1,0.3,AntiEntropy,6.52,100.0,375
42,50,0.1,0.4,AntiEntropy,9.027,100.0,538
70,50,0.1,0.4,AntiEntropy,11.536,100.0,822
420,50,0.1,0.4,AntiEntropy,6.019,100.0,324
42,50,0.15,0.1,AntiEntropy,9.53,100.0,579
70,50,0.15,0.1,AntiEntropy,5.015,100.0,239
420,50,0.15,0.1,AntiEntropy,9.028,100.0,681
42,50,0.15,0.2,AntiEntropy,8.024,100.0,520
70,50,0.15,0.2,AntiEntropy,5.517,100.0,301
420,50,0.15,0.2,AntiEntropy,6.018,100.0,371
42,50,0.15,0.3,AntiEntropy,6.52,100.0,369
70,50,0.15,0.3,AntiEntropy,8.526,100.0,488
420,50,0.15,0.3,AntiEntropy,5.014,100.0,273
42,50,0.15,0.4,AntiEntropy,6.019,100.0,340
70,50,0.15,0.4,AntiEntropy,5.517,100.0,266
420,50,0.15,0.4,AntiEntropy,6.521,100.0,399
42,100,0.05,0.1,AntiEntropy,9.531,100.0,1165
70,100,0.05,0.1,AntiEntropy,10.034,100.0,1237
420,100,0.05,0.1,AntiEntropy,9.028,100.0,934
42,100,0.05,0.2,AntiEntropy,8.026,100.0,928
70,100,0.05,0.2,AntiEntropy,8.528,100.0,1089
420,100,0.05,0.2,AntiEntropy,7.021,100.0,651
42,100,0.05,0.3,AntiEntropy,8.527,100.0,903
70,100,0.05,0.3,AntiEntropy,12.541,100.0,1875
420,100,0.05,0.3,AntiEntropy,7.022,100.0,803
42,100,0.05,0.4,AntiEntropy,7.023,100.0,821
70,100,0.05,0.4,AntiEntropy,8.025,100.0,871
420,100,0.05,0.4,AntiEntropy,8.026,100.0,881
42,100,0.1,0.1,AntiEntropy,6.02,100.0,524
70,100,0.1,0.1,AntiEntropy,6.02,100.0,643
420,100,0.1,0.1,AntiEntropy,7.525,100.0,854
42,100,0.1,0.2,AntiEntropy,5.518,100.0,638
70,100,0.1,0.2,AntiEntropy,6.019,100.0,665
420,100,0.1,0.2,AntiEntropy,6.521,100.0,703
42,100,0.1,0.3,AntiEntropy,6.02,100.0,699
70,100,0.1,0.3,AntiEntropy,10.031,100.0,1377
420,100,0.1,0.3,AntiEntropy,7.023,100.0,849
42,100,0.1,0.4,AntiEntropy,7.023,100.0,835
70,100,0.1,0.4,AntiEntropy,8.528,100.0,1050
420,100,0.1,0.4,AntiEntropy,6.02,100.0,671
42,100,0.15,0.1,AntiEntropy,7.524,100.0,1001
70,100,0.15,0.1,AntiEntropy,5.518,100.0,612
420,100,0.15,0.1,AntiEntropy,5.518,100.0,562
42,100,0.15,0.2,AntiEntropy,7.524,100.0,944
70,100,0.15,0.2,AntiEntropy,6.019,100.0,693
420,100,0.15,0.2,AntiEntropy,5.517,100.0,620
42,100,0.15,0.3,AntiEntropy,6.019,100.0,629
70,100,0.15,0.3,AntiEntropy,5.518,100.0,598
420,100,0.15,0.3,AntiEntropy,7.023,100.0,858
42,100,0.15,0.4,AntiEntropy,6.02,100.0,720
70,100,0.15,0.4,AntiEntropy,5.016,100.0,427
420,100,0.15,0.4,AntiEntropy,5.518,100.0,528
42,150,0.05,0.1,AntiEntropy,9.533,100.0,1862
70,150,0.05,0.1,AntiEntropy,8.028,100.0,1378
420,150,0.05,0.1,AntiEntropy,10.537,100.0,2199
42,150,0.05,0.2,AntiEntropy,10.035,100.0,1807
70,150,0.05,0.2,AntiEntropy,18.56,100.0,4543
420,150,0.05,0.2,AntiEntropy,7.525,100.0,1175
42,150,0.05,0.3,AntiEntropy,7.528,100.0,1182
70,150,0.05,0.3,AntiEntropy,8.529,100.0,1520
420,150,0.05,0.3,AntiEntropy,9.033,100.0,1753
42,150,0.05,0.4,AntiEntropy,7.526,100.0,1240
70,150,0.05,0.4,AntiEntropy,10.034,100.0,1915
420,150,0.05,0.4,AntiEntropy,7.024,100.0,1232
42,150,0.1,0.1,AntiEntropy,5.519,100.0,834
70,150,0.1,0.1,AntiEntropy,6.523,100.0,1036
420,150,0.1,0.1,AntiEntropy,5.519,100.0,947
42,150,0.1,0.2,AntiEntropy,5.519,100.0,797
70,150,0.1,0.2,AntiEntropy,6.522,100.0,1062
420,150,0.1,0.2,AntiEntropy,5.519,100.0,792
42,150,0.1,0.3,AntiEntropy,6.021,100.0,976
70,150,0.1,0.3,AntiEntropy,5.519,100.0,842
420,150,0.1,0.3,AntiEntropy,6.021,100.0,955
42,150,0.1,0.4,AntiEntropy,5.017,100.0,738
70,150,0.1,0.4,AntiEntropy,6.02,100.0,973
420,150,0.1,0.4,AntiEntropy,7.526,100.0,1384
42,150,0.15,0.1,AntiEntropy,6.021,100.0,939
70,150,0.15,0.1,AntiEntropy,6.02,100.0,971
420,150,0.15,0.1,AntiEntropy,5.017,100.0,805
42,150,0.15,0.2,AntiEntropy,6.522,100.0,1064
70,150,0.15,0.2,AntiEntropy,7.025,100.0,1211
420,150,0.15,0.2,AntiEntropy,7.526,100.0,1517
42,150,0.15,0.3,AntiEntropy,7.024,100.0,1332
70,150,0.15,0.3,AntiEntropy,8.027,100.0,1533
420,150,0.15,0.3,AntiEntropy,6.021,100.0,1066
42,150,0.15,0.4,AntiEntropy,5.519,100.0,845
70,150,0.15,0.4,AntiEntropy,5.518,100.0,839
420,150,0.15,0.4,AntiEntropy,5.519,100.0,920
42,50,0.05,0.1,AntiEntropy,7.523,100.0,343
70,50,0.05,0.1,AntiEntropy,11.034,100.0,486
420,50,0.05,0.1,AntiEntropy,7.523,100.0,436
42,50,0.05,0.2,AntiEntropy,12.038,100.0,786
70,50,0.05,0.2,AntiEntropy,8.025,100.0,374
420,50,0.05,0.2,AntiEntropy,7.021,100.0,365
42,50,0.05,0.3,AntiEntropy,8.527,100.0,512
70,50,0.05,0.3,AntiEntropy,9.027,100.0,431
420,50,0.05,0.3,AntiEntropy,14.044,100.0,972
42,50,0.05,0.4,AntiEntropy,9.03,100.0,446
70,50,0.05,0.4,AntiEntropy,7.021,100.0,369
420,50,0.05,0.4,AntiEntropy,10.031,100.0,613
42,50,0.1,0.1,AntiEntropy,7.523,100.0,423
70,50,0.1,0.1,AntiEntropy,5.015,100.0,243
420,50,0.1,0.1,AntiEntropy,6.018,100.0,295
42,50,0.1,0.2,AntiEntropy,8.024,100.0,497
70,50,0.1,0.2,AntiEntropy,5.015,100.0,228
420,50,0.1,0.2,AntiEntropy,7.021,100.0,369
42,50,0.1,0.3,AntiEntropy,7.523,100.0,428
70,50,0.1,0.3,AntiEntropy,14.545,100.0,1056
420,50,0.1,0.3,AntiEntropy,7.021,100.0,429
42,50,0.1,0.4,AntiEntropy,9.028,100.0,544
70,50,0.1,0.4,AntiEntropy,9.528,100.0,626
420,50,0.1,0.4,AntiEntropy,15.047,100.0,1205
42,50,0.15,0.1,AntiEntropy,6.519,100.0,332
70,50,0.15,0.1,AntiEntropy,6.018,100.0,295
420,50,0.15,0.1,AntiEntropy,5.517,100.0,289
42,50,0.15,0.2,AntiEntropy,7.523,100.0,462
70,50,0.15,0.2,AntiEntropy,9.025,100.0,620
420,50,0.15,0.2,AntiEntropy,6.019,100.0,379
42,50,0.15,0.3,AntiEntropy,5.517,100.0,280
70,50,0.15,0.3,AntiEntropy,6.018,100.0,354
420,50,0.15,0.3,AntiEntropy,4.013,100.0,158
42,50,0.15,0.4,AntiEntropy,5.517,100.0,291
70,50,0.15,0.4,AntiEntropy,7.022,100.0,420
420,50,0.15,0.4,AntiEntropy,4.514,100.0,238
42,100,0.05,0.1,AntiEntropy,12.542,100.0,1809
70,100,0.05,0.1,AntiEntropy,8.027,100.0,925
420,100,0.05,0.1,AntiEntropy,9.532,100.0,996
42,100,0.05,0.2,AntiEntropy,8.527,100.0,1021
70,100,0.05,0.2,AntiEntropy,7.023,100.0,843
420,100,0.05,0.2,AntiEntropy,10.534,100.0,1289
42,100,0.05,0.3,AntiEntropy,8.026,100.0,900
70,100,0.05,0.3,AntiEntropy,7.023,100.0,680
420,100,0.05,0.3,AntiEntropy,8.026,100.0,990
42,100,0.05,0.4,AntiEntropy,8.026,100.0,1026
70,100,0.05,0.4,AntiEntropy,8.528,100.0,877
420,100,0.05,0.4,AntiEntropy,14.047,100.0,2037
42,100,0.1,0.1,AntiEntropy,6.02,100.0,689
70,100,0.1,0.1,AntiEntropy,6.019,100.0,647
420,100,0.1,0.1,AntiEntropy,8.525,100.0,1065
42,100,0.1,0.2,AntiEntropy,6.02,100.0,718
70,100,0.1,0.2,AntiEntropy,9.03,100.0,1235
420,100,0.1,0.2,AntiEntropy,5.518,100.0,544
42,100,0.1,0.3,AntiEntropy,6.521,100.0,768
70,100,0.1,0.3,AntiEntropy,10.032,100.0,1368
420,100,0.1,0.3,AntiEntropy,6.522,100.0,754
42,100,0.1,0.4,AntiEntropy,6.02,100.0,630
70,100,0.1,0.4,AntiEntropy,8.526,100.0,1113
420,100,0.1,0.4,AntiEntropy,5.017,100.0,496
42,100,0.15,0.1,AntiEntropy,5.518,100.0,611
70,100,0.15,0.1,AntiEntropy,4.514,100.0,398
420,100,0.15,0.1,AntiEntropy,6.02,100.0,631
42,100,0.15,0.2,AntiEntropy,6.522,100.0,714
70,100,0.15,0.2,AntiEntropy,6.019,100.0,716
420,100,0.15,0.2,AntiEntropy,5.518,100.0,605
42,100,0.15,0.3,AntiEntropy,8.026,100.0,1041
70,100,0.15,0.3,AntiEntropy,8.527,100.0,1150
420,100,0.15,0.3,AntiEntropy,5.518,100.0,509
42,100,0.15,0.4,AntiEntropy,6.522,100.0,828
70,100,0.15,0.4,AntiEntropy,7.524,100.0,903
420,100,0.15,0.4,AntiEntropy,5.518,100.0,625
42,150,0.05,0.1,AntiEntropy,10.035,100.0,2077
70,150,0.05,0.1,AntiEntropy,8.027,100.0,1374
420,150,0.05,0.1,AntiEntropy,11.541,100.0,2536
42,150,0.05,0.2,AntiEntropy,11.54,100.0,2321
70,150,0.05,0.2,AntiEntropy,10.538,100.0,2204
420,150,0.05,0.2,AntiEntropy,6.523,100.0,973
42,150,0.05,0.3,AntiEntropy,7.526,100.0,1226
70,150,0.05,0.3,AntiEntropy,8.028,100.0,1405
420,150,0.05,0.3,AntiEntropy,10.035,100.0,2099
42,150,0.05,0.4,AntiEntropy,8.028,100.0,1390
70,150,0.05,0.4,AntiEntropy,18.566,100.0,4333
420,150,0.05,0.4,AntiEntropy,7.526,100.0,1357
42,150,0.1,0.1,AntiEntropy,6.521,100.0,1137
70,150,0.1,0.1,AntiEntropy,8.027,100.0,1483
420,150,0.1,0.1,AntiEntropy,4.516,100.0,669
42,150,0.1,0.2,AntiEntropy,6.021,100.0,926
70,150,0.1,0.2,AntiEntropy,10.035,100.0,2062
420,150,0.1,0.2,AntiEntropy,6.523,100.0,1108
42,150,0.1,0.3,AntiEntropy,6.02,100.0,983
70,150,0.1,0.3,AntiEntropy,10.035,100.0,2139
420,150,0.1,0.3,AntiEntropy,9.03,100.0,1786
42,150,0.1,0.4,AntiEntropy,6.522,100.0,1195
70,150,0.1,0.4,AntiEntropy,7.526,100.0,1427
420,150,0.1,0.4,AntiEntropy,5.018,100.0,692
42,150,0.15,0.1,AntiEntropy,5.018,100.0,696
70,150,0.15,0.1,AntiEntropy,6.021,100.0,914
420,150,0.15,0.1,AntiEntropy,7.024,100.0,1360
42,150,0.15,0.2,AntiEntropy,7.024,100.0,1234
70,150,0.15,0.2,AntiEntropy,7.526,100.0,1354
420,150,0.15,0.2,AntiEntropy,5.519,100.0,909
42,150,0.15,0.3,AntiEntropy,5.519,100.0,932
70,150,0.15,0.3,AntiEntropy,5.017,100.0,666
420,150,0.15,0.3,AntiEntropy,5.519,100.0,918
42,150,0.15,0.4,AntiEntropy,6.021,100.0,973
70,150,0.15,0.4,AntiEntropy,6.021,100.0,977
420,150,0.15,0.4,AntiEntropy,5.017,100.0,713
42,50,0.05,0.1,AntiEntropy,7.523,100.0,371
70,50,0.05,0.1,AntiEntropy,10.531,100.0,460
420,50,0.05,0.1,AntiEntropy,8.525,100.0,551
42,50,0.05,0.2,AntiEntropy,11.035,100.0,679
70,50,0.05,0.2,AntiEntropy,9.53,100.0,465
420,50,0.05,0.2,AntiEntropy,5.516,100.0,248
42,50,0.05,0.3,AntiEntropy,11.034,100.0,768
70,50,0.05,0.3,AntiEntropy,7.021,100.0,276
420,50,0.05,0.3,AntiEntropy,12.539,100.0,858
42,50,0.05,0.4,AntiEntropy,7.523,100.0,351
70,50,0.05,0.4,AntiEntropy,8.526,100.0,392
420,50,0.05,0.4,AntiEntropy,6.52,100.0,333
42,50,0.1,0.1,AntiEntropy,9.027,100.0,546
70,50,0.1,0.1,AntiEntropy,10.533,100.0,757
420,50,0.1,0.1,AntiEntropy,8.024,100.0,487
42,50,0.1,0.2,AntiEntropy,10.533,100.0,723
70,50,0.1,0.2,AntiEntropy,6.019,100.0,296
420,50,0.1,0.2,AntiEntropy,7.523,100.0,450
42,50,0.1,0.3,AntiEntropy,5.517,100.0,259
70,50,0.1,0.3,AntiEntropy,7.022,100.0,373
420,50,0.1,0.3,AntiEntropy,8.025,100.0,490
42,50,0.1,0.4,AntiEntropy,8.526,100.0,511
70,50,0.1,0.4,AntiEntropy,8.527,100.0,555
420,50,0.1,0.4,AntiEntropy,6.018,100.0,374
42,50,0.15,0.1,AntiEntropy,6.519,100.0,395
70,50,0.15,0.1,AntiEntropy,6.018,100.0,326
420,50,0.15,0.1,AntiEntropy,8.024,100.0,592
42,50,0.15,0.2,AntiEntropy,6.52,100.0,348
70,50,0.15,0.2,AntiEntropy,5.015,100.0,247
420,50,0.15,0.2,AntiEntropy,6.018,100.0,368
42,50,0.15,0.3,AntiEntropy,6.52,100.0,370
70,50,0.15,0.3,AntiEntropy,6.517,100.0,405
420,50,0.15,0.3,AntiEntropy,4.012,100.0,198
42,50,0.15,0.4,AntiEntropy,5.517,100.0,264
70,50,0.15,0.4,AntiEntropy,6.019,100.0,342
420,50,0.15,0.4,AntiEntropy,5.517,100.0,313
42,100,0.05,0.1,AntiEntropy,8.528,100.0,1016
70,100,0.05,0.1,AntiEntropy,8.025,100.0,898
420,100,0.05,0.1,AntiEntropy,9.028,100.0,952
42,100,0.05,0.2,AntiEntropy,12.541,100.0,1823
70,100,0.05,0.2,AntiEntropy,12.04,100.0,1761
420,100,0.05,0.2,AntiEntropy,10.032,100.0,1186
42,100,0.05,0.3,AntiEntropy,7.023,100.0,700
70,100,0.05,0.3,AntiEntropy,6.521,100.0,672
420,100,0.05,0.3,AntiEntropy,9.531,100.0,1235
42,100,0.05,0.4,AntiEntropy,7.023,100.0,827
70,100,0.05,0.4,AntiEntropy,7.524,100.0,666
420,100,0.05,0.4,AntiEntropy,7.524,100.0,803
