42,50,0.05,0.1,Dissemination,4.514,30.0,35
70,50,0.05,0.1,Dissemination,9.029,82.0,112
420,50,0.05,0.1,Dissemination,8.026,80.0,125
42,50,0.05,0.2,Dissemination,8.527,76.0,117
70,50,0.05,0.2,Dissemination,9.53,82.0,122
420,50,0.05,0.2,Dissemination,6.019,50.0,68
42,50,0.05,0.3,Dissemination,7.023,52.0,79
70,50,0.05,0.3,Dissemination,10.032,86.0,132
420,50,0.05,0.3,Dissemination,6.019,72.0,107
42,50,0.05,0.4,Dissemination,6.52,64.0,90
70,50,0.05,0.4,Dissemination,3.511,8.0,11
420,50,0.05,0.4,Dissemination,8.025,72.0,115
42,50,0.1,0.1,Dissemination,10.032,86.0,125
70,50,0.1,0.1,Dissemination,7.522,92.0,149
420,50,0.1,0.1,Dissemination,5.517,70.0,104
42,50,0.1,0.2,Dissemination,8.527,84.0,127
70,50,0.1,0.2,Dissemination,8.527,92.0,143
420,50,0.1,0.2,Dissemination,8.025,84.0,133
42,50,0.1,0.3,Dissemination,6.521,90.0,132
70,50,0.1,0.3,Dissemination,9.029,86.0,131
420,50,0.1,0.3,Dissemination,10.028,80.0,126
42,50,0.1,0.4,Dissemination,6.019,76.0,111
70,50,0.1,0.4,Dissemination,9.029,94.0,145
420,50,0.1,0.4,Dissemination,5.517,80.0,116
42,50,0.15,0.1,Dissemination,6.019,78.0,116
70,50,0.15,0.1,Dissemination,7.524,86.0,126
420,50,0.15,0.1,Dissemination,6.521,98.0,147
42,50,0.15,0.2,Dissemination,7.524,90.0,131
70,50,0.15,0.2,Dissemination,6.019,94.0,146
420,50,0.15,0.2,Dissemination,6.019,84.0,130
42,50,0.15,0.3,Dissemination,8.026,82.0,130
70,50,0.15,0.3,Dissemination,7.021,90.0,142
420,50,0.15,0.3,Dissemination,7.023,90.0,129
42,50,0.15,0.4,Dissemination,6.521,94.0,144
70,50,0.15,0.4,Dissemination,6.018,96.0,149
420,50,0.15,0.4,Dissemination,6.019,88.0,139
42,100,0.05,0.1,Dissemination,11.038,90.0,262
70,100,0.05,0.1,Dissemination,7.525,79.0,238
420,100,0.05,0.1,Dissemination,8.529,74.0,210
42,100,0.05,0.2,Dissemination,8.528,85.0,263
70,100,0.05,0.2,Dissemination,9.03,80.0,236
420,100,0.05,0.2,Dissemination,6.522,62.0,183
42,100,0.05,0.3,Dissemination,8.529,93.0,273
70,100,0.05,0.3,Dissemination,9.03,87.0,267
420,100,0.05,0.3,Dissemination,9.031,77.0,229
42,100,0.05,0.4,Dissemination,7.525,86.0,270
70,100,0.05,0.4,Dissemination,9.03,88.0,263
420,100,0.05,0.4,Dissemination,10.034,85.0,267
42,100,0.1,0.1,Dissemination,7.525,90.0,288
70,100,0.1,0.1,Dissemination,7.024,91.0,283
420,100,0.1,0.1,Dissemination,7.024,94.0,279
42,100,0.1,0.2,Dissemination,7.023,91.0,283
70,100,0.1,0.2,Dissemination,7.024,93.0,291
420,100,0.1,0.2,Dissemination,7.023,95.0,296
42,100,0.1,0.3,Dissemination,8.021,90.0,271
70,100,0.1,0.3,Dissemination,7.02,90.0,281
420,100,0.1,0.3,Dissemination,9.528,89.0,277
42,100,0.1,0.4,Dissemination,10.536,96.0,279
70,100,0.1,0.4,Dissemination,7.023,92.0,302
420,100,0.1,0.4,Dissemination,6.522,93.0,297
42,100,0.15,0.1,Dissemination,7.024,88.0,263
70,100,0.15,0.1,Dissemination,7.024,93.0,297
420,100,0.15,0.1,Dissemination,7.525,88.0,253
42,100,0.15,0.2,Dissemination,7.525,92.0,284
70,100,0.15,0.2,Dissemination,7.024,93.0,288
420,100,0.15,0.2,Dissemination,6.523,92.0,288
42,100,0.15,0.3,Dissemination,6.522,88.0,268
70,100,0.15,0.3,Dissemination,7.024,95.0,305
420,100,0.15,0.3,Dissemination,8.027,92.0,297
42,100,0.15,0.4,Dissemination,8.027,88.0,277
70,100,0.15,0.4,Dissemination,7.024,93.0,291
420,100,0.15,0.4,Dissemination,8.528,88.0,258
42,150,0.05,0.1,Dissemination,9.033,90.66666666666666,429
70,150,0.05,0.1,Dissemination,8.531,92.66666666666666,425
420,150,0.05,0.1,Dissemination,10.035,93.33333333333333,421
42,150,0.05,0.2,Dissemination,8.531,91.33333333333333,420
70,150,0.05,0.2,Dissemination,10.037,88.66666666666667,438
420,150,0.05,0.2,Dissemination,8.029,88.0,397
42,150,0.05,0.3,Dissemination,9.031,90.66666666666666,434
70,150,0.05,0.3,Dissemination,8.028,87.33333333333333,392
420,150,0.05,0.3,Dissemination,7.026,81.33333333333333,384
42,150,0.05,0.4,Dissemination,8.53,91.33333333333333,426
70,150,0.05,0.4,Dissemination,10.037,83.33333333333334,388
420,150,0.05,0.4,Dissemination,7.527,89.33333333333333,440
42,150,0.1,0.1,Dissemination,8.531,93.33333333333333,416
70,150,0.1,0.1,Dissemination,8.531,95.33333333333334,436
420,150,0.1,0.1,Dissemination,7.527,92.0,428
42,150,0.1,0.2,Dissemination,10.537,92.0,418
70,150,0.1,0.2,Dissemination,7.025,90.66666666666666,420
420,150,0.1,0.2,Dissemination,9.034,93.33333333333333,429
42,150,0.1,0.3,Dissemination,8.028,93.33333333333333,434
70,150,0.1,0.3,Dissemination,8.029,96.0,451
420,150,0.1,0.3,Dissemination,6.022,90.66666666666666,426
42,150,0.1,0.4,Dissemination,7.527,92.0,433
70,150,0.1,0.4,Dissemination,7.527,87.33333333333333,399
420,150,0.1,0.4,Dissemination,9.032,93.33333333333333,440
42,150,0.15,0.1,Dissemination,7.025,94.0,455
70,150,0.15,0.1,Dissemination,8.029,94.66666666666667,427
420,150,0.15,0.1,Dissemination,8.028,90.0,421
42,150,0.15,0.2,Dissemination,8.029,90.66666666666666,421
70,150,0.15,0.2,Dissemination,7.527,94.66666666666667,434
420,150,0.15,0.2,Dissemination,7.025,94.66666666666667,427
42,150,0.15,0.3,Dissemination,9.032,95.33333333333334,425
70,150,0.15,0.3,Dissemination,8.53,95.33333333333334,450
420,150,0.15,0.3,Dissemination,7.024,91.33333333333333,422
42,150,0.15,0.4,Dissemination,8.531,93.33333333333333,433
70,150,0.15,0.4,Dissemination,8.029,90.0,412
420,150,0.15,0.4,Dissemination,8.53,92.0,421
42,50,0.05,0.1,Dissemination,7.022,76.0,109
70,50,0.05,0.1,Dissemination,4.515,12.0,16
420,50,0.05,0.1,Dissemination,6.52,72.0,111
42,50,0.05,0.2,Dissemination,7.022,42.0,55
70,50,0.05,0.2,Dissemination,5.518,24.0,31
420,50,0.05,0.2,Dissemination,7.023,26.0,35
42,50,0.05,0.3,Dissemination,6.52,48.0,74
70,50,0.05,0.3,Dissemination,9.531,56.00000000000001,84
420,50,0.05,0.3,Dissemination,8.527,74.0,105
42,50,0.05,0.4,Dissemination,8.026,84.0,127
70,50,0.05,0.4,Dissemination,1.505,6.0,3
420,50,0.05,0.4,Dissemination,6.521,46.0,58
42,50,0.1,0.1,Dissemination,6.521,82.0,127
70,50,0.1,0.1,Dissemination,7.524,90.0,133
420,50,0.1,0.1,Dissemination,8.527,94.0,150
42,50,0.1,0.2,Dissemination,8.024,90.0,138
70,50,0.1,0.2,Dissemination,5.016,82.0,118
420,50,0.1,0.2,Dissemination,9.029,72.0,112
42,50,0.1,0.3,Dissemination,10.032,84.0,132
70,50,0.1,0.3,Dissemination,8.527,80.0,116
420,50,0.1,0.3,Dissemination,7.525,74.0,104
42,50,0.1,0.4,Dissemination,8.527,76.0,123
70,50,0.1,0.4,Dissemination,8.026,80.0,112
420,50,0.1,0.4,Dissemination,7.023,88.0,146
42,50,0.15,0.1,Dissemination,9.029,82.0,115
70,50,0.15,0.1,Dissemination,7.022,92.0,141
420,50,0.15,0.1,Dissemination,6.521,90.0,138
42,50,0.15,0.2,Dissemination,7.022,94.0,157
70,50,0.15,0.2,Dissemination,5.516,68.0,93
420,50,0.15,0.2,Dissemination,5.518,86.0,135
42,50,0.15,0.3,Dissemination,7.022,92.0,141
70,50,0.15,0.3,Dissemination,8.527,96.0,149
420,50,0.15,0.3,Dissemination,7.525,86.0,121
